TransactionId,CustomerId,BatchId,SubscriptionId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,current_amount,current_value,IssuedDateLoan,IsDefaulted,LoanId,LoanApplicationId,PayBackId,InvestorId,prior_txn_count_all,prior_txn_active_days_all,prior_txn_recency_days_all,prior_txn_amount_mean_all,prior_txn_amount_std_all,prior_provider_nunique_all,prior_product_category_nunique_all,has_prior_txn,prior_txn_segment,prior_repayment_count,prior_default_count,prior_default_rate,repayment_history_segment,issue_month,issue_weekday,current_value_log
TransactionId_1017,CustomerId_89,BatchId_914,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2019-01-07 15:23:38,0,LoanId_544,LoanApplicationId_987,PayBackId_429,InvestorId_1,2.0,1.0,0.0,8598.0,7639.58166393946,2.0,2.0,1,low_txn_history,5.0,0.0,0.0,has_prior_repayment_history,1,Monday,6.90875477931522
TransactionId_1019,CustomerId_27,BatchId_1564,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,-500.0,500.0,2018-10-24 06:56:00,0,LoanId_1436,LoanApplicationId_508,PayBackId_1228,InvestorId_2,11.0,8.0,1.0,786.3636363636364,310.93480754887275,1.0,1.0,1,high_txn_history,2.0,0.0,0.0,has_prior_repayment_history,10,Wednesday,6.2166061010848646
TransactionId_1020,CustomerId_110,BatchId_759,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-2000.0,2000.0,2019-02-26 21:21:56,0,LoanId_207,LoanApplicationId_1252,PayBackId_1323,InvestorId_1,27.0,17.0,0.0,10851.851851851852,20652.25579726509,2.0,4.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Tuesday,7.601402334583733
TransactionId_1023,CustomerId_14,BatchId_1736,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-192000.0,192000.0,2019-03-06 07:48:03,1,LoanId_220,LoanApplicationId_590,PayBackId_2024,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,3,Wednesday,12.165255859329688
TransactionId_1024,CustomerId_379,BatchId_238,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1500.0,1500.0,2018-11-01 14:53:05,0,LoanId_1320,LoanApplicationId_1587,PayBackId_1822,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Thursday,7.313886831633462
TransactionId_1034,CustomerId_86,BatchId_660,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2019-03-25 14:23:33,0,LoanId_502,LoanApplicationId_708,PayBackId_1535,InvestorId_1,64.0,27.0,3.0,3593.75,3501.558609878278,4.0,3.0,1,high_txn_history,3.0,0.0,0.0,has_prior_repayment_history,3,Monday,7.601402334583733
TransactionId_1036,CustomerId_86,BatchId_858,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-1000.0,1000.0,2019-02-28 16:42:47,0,LoanId_448,LoanApplicationId_585,PayBackId_1889,InvestorId_1,59.0,22.0,0.0,3559.322033898305,3536.856126077947,3.0,3.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Thursday,6.90875477931522
TransactionId_1037,CustomerId_48,BatchId_603,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2018-12-12 08:13:42,0,LoanId_100,LoanApplicationId_577,PayBackId_1935,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,12,Wednesday,6.90875477931522
TransactionId_1038,CustomerId_405,BatchId_2370,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,-10000.0,11200.0,2019-01-26 10:22:16,0,LoanId_480,LoanApplicationId_854,PayBackId_1373,InvestorId_2,19.0,12.0,2.0,18063.157894736843,35489.79838592612,4.0,5.0,1,high_txn_history,12.0,0.0,0.0,has_prior_repayment_history,1,Saturday,9.32375833901174
TransactionId_1039,CustomerId_10,BatchId_1850,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-192000.0,192000.0,2019-02-25 14:13:20,1,LoanId_49,LoanApplicationId_1364,PayBackId_1355,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,2,Monday,12.165255859329688
TransactionId_104,CustomerId_446,BatchId_1201,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2019-02-08 02:14:20,0,LoanId_1196,LoanApplicationId_1492,PayBackId_274,InvestorId_1,24.0,16.0,0.0,7562.5,10847.071834891864,2.0,5.0,1,high_txn_history,3.0,0.0,0.0,has_prior_repayment_history,2,Friday,8.517393171418904
TransactionId_1041,CustomerId_258,BatchId_1970,SubscriptionId_4,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-10000.0,10000.0,2018-10-18 16:11:53,0,LoanId_62,,PayBackId_1791,InvestorId_3,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,10,Thursday,9.210440366976517
TransactionId_1042,CustomerId_46,BatchId_1378,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2019-02-14 06:16:16,1,LoanId_153,LoanApplicationId_980,PayBackId_202,InvestorId_1,12.0,5.0,0.0,2200.0,3322.3759296897483,2.0,3.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Thursday,8.517393171418904
TransactionId_1044,CustomerId_326,BatchId_1537,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2019-01-11 19:41:15,0,LoanId_465,LoanApplicationId_366,PayBackId_1859,InvestorId_1,4.0,1.0,7.0,8650.0,8411.698203494148,2.0,2.0,1,medium_txn_history,9.0,0.0,0.0,has_prior_repayment_history,1,Friday,8.517393171418904
TransactionId_1047,CustomerId_168,BatchId_1838,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2018-12-16 07:23:32,0,LoanId_1015,LoanApplicationId_554,PayBackId_1640,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,2.0,0.0,0.0,has_prior_repayment_history,12,Sunday,6.90875477931522
TransactionId_1049,CustomerId_399,BatchId_1089,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,-20000.0,20000.0,2019-02-13 03:47:02,0,LoanId_802,LoanApplicationId_677,PayBackId_226,InvestorId_2,13.0,7.0,8.0,26076.923076923078,32785.824016032544,3.0,4.0,1,high_txn_history,11.0,0.0,0.0,has_prior_repayment_history,2,Wednesday,9.90353755128617
TransactionId_1051,CustomerId_76,BatchId_2305,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-192000.0,192000.0,2019-02-25 14:30:07,1,LoanId_347,LoanApplicationId_1121,PayBackId_807,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,2,Monday,12.165255859329688
TransactionId_1056,CustomerId_471,BatchId_2368,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1200.0,1200.0,2018-12-28 10:29:05,0,LoanId_129,LoanApplicationId_205,PayBackId_554,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,6.0,0.0,0.0,has_prior_repayment_history,12,Friday,7.0909098220799835
TransactionId_1057,CustomerId_446,BatchId_589,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2019-01-25 19:41:10,0,LoanId_1052,LoanApplicationId_891,PayBackId_533,InvestorId_1,16.0,12.0,0.0,6281.25,10677.02947140886,2.0,5.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Friday,8.517393171418904
TransactionId_1058,CustomerId_501,BatchId_321,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-8000.0,8000.0,2018-11-26 11:04:33,0,LoanId_1085,LoanApplicationId_643,PayBackId_939,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Monday,8.987321812850125
TransactionId_1059,CustomerId_342,BatchId_354,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-500.0,500.0,2019-02-09 21:51:43,0,LoanId_666,LoanApplicationId_1050,PayBackId_1440,InvestorId_1,6.0,4.0,6.0,1340.0,362.2154055254967,2.0,2.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Saturday,6.2166061010848646
TransactionId_106,CustomerId_296,BatchId_2408,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1500.0,1500.0,2019-02-12 16:42:04,0,LoanId_680,LoanApplicationId_1016,PayBackId_1334,InvestorId_1,21.0,16.0,2.0,1780.952380952381,1220.9091070260092,3.0,2.0,1,high_txn_history,1.0,0.0,0.0,has_prior_repayment_history,2,Tuesday,7.313886831633462
TransactionId_1062,CustomerId_155,BatchId_899,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-5000.0,5000.0,2019-03-28 16:28:32,0,LoanId_553,LoanApplicationId_1176,PayBackId_414,InvestorId_1,3.0,2.0,37.0,11822.333333333334,8967.981731322458,2.0,2.0,1,medium_txn_history,10.0,0.0,0.0,has_prior_repayment_history,3,Thursday,8.517393171418904
TransactionId_1067,CustomerId_241,BatchId_2417,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-3000.0,3000.0,2019-01-04 15:32:43,0,LoanId_577,LoanApplicationId_942,PayBackId_220,InvestorId_1,1.0,1.0,0.0,30000.0,0.0,1.0,1.0,1,low_txn_history,4.0,0.0,0.0,has_prior_repayment_history,1,Friday,8.006700845440367
TransactionId_1069,CustomerId_15,BatchId_129,SubscriptionId_5,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,-50000.0,53500.0,2019-02-19 17:42:41,0,LoanId_917,LoanApplicationId_398,PayBackId_1446,InvestorId_2,4.0,3.0,17.0,32500.0,20615.528128088303,2.0,2.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Tuesday,10.887455624298198
TransactionId_107,CustomerId_237,BatchId_982,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1000.0,1000.0,2019-02-13 04:49:25,0,LoanId_837,LoanApplicationId_905,PayBackId_1897,InvestorId_1,18.0,11.0,1.0,1100.0,887.1633578599896,2.0,3.0,1,high_txn_history,4.0,0.0,0.0,has_prior_repayment_history,2,Wednesday,6.90875477931522
TransactionId_1072,CustomerId_145,BatchId_755,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2018-12-18 17:32:08,0,LoanId_503,LoanApplicationId_1426,PayBackId_514,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,12,Tuesday,8.517393171418904
TransactionId_1073,CustomerId_155,BatchId_277,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,-1000.0,1000.0,2019-02-25 13:12:25,0,LoanId_1576,LoanApplicationId_1298,PayBackId_629,InvestorId_1,3.0,2.0,5.0,11822.333333333334,8967.981731322458,2.0,2.0,1,medium_txn_history,6.0,0.0,0.0,has_prior_repayment_history,2,Monday,6.90875477931522
TransactionId_1076,CustomerId_281,BatchId_880,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2019-02-09 22:34:50,0,LoanId_272,LoanApplicationId_1025,PayBackId_1156,InvestorId_1,3.0,2.0,15.0,1333.3333333333333,288.6751345948129,2.0,2.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Saturday,7.601402334583733
TransactionId_1078,CustomerId_390,BatchId_710,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2019-03-07 09:08:38,0,LoanId_359,LoanApplicationId_679,PayBackId_393,InvestorId_1,29.0,18.0,2.0,4121.862068965517,4150.460583082815,3.0,3.0,1,high_txn_history,76.0,0.0,0.0,has_prior_repayment_history,3,Thursday,6.90875477931522
TransactionId_1081,CustomerId_379,BatchId_2111,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1500.0,1500.0,2018-11-03 12:09:50,0,LoanId_86,LoanApplicationId_1431,PayBackId_1270,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,1.0,0.0,0.0,has_prior_repayment_history,11,Saturday,7.313886831633462
TransactionId_1089,CustomerId_287,BatchId_2403,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-10000.0,10000.0,2019-02-24 12:33:44,0,LoanId_610,LoanApplicationId_1202,PayBackId_1040,InvestorId_1,23.0,15.0,3.0,3630.4347826086955,2857.2769590211865,3.0,3.0,1,high_txn_history,3.0,0.0,0.0,has_prior_repayment_history,2,Sunday,9.210440366976517
TransactionId_109,CustomerId_258,BatchId_1377,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_5,tv,ChannelId_1,-115000.0,118450.0,2019-02-03 07:09:12,0,LoanId_926,LoanApplicationId_1455,PayBackId_686,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,11.0,0.0,0.0,has_prior_repayment_history,2,Sunday,11.682254651932046
TransactionId_1090,CustomerId_36,BatchId_2220,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-192000.0,192000.0,2019-03-05 11:07:11,1,LoanId_565,LoanApplicationId_757,PayBackId_1709,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,3,Tuesday,12.165255859329688
TransactionId_1091,CustomerId_315,BatchId_1217,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,-5000.0,5000.0,2019-02-13 02:19:15,0,LoanId_1172,LoanApplicationId_498,PayBackId_1485,InvestorId_1,44.0,20.0,0.0,2477.2727272727275,2549.406099226599,3.0,3.0,1,high_txn_history,13.0,0.0,0.0,has_prior_repayment_history,2,Wednesday,8.517393171418904
TransactionId_1092,CustomerId_390,BatchId_79,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-500.0,500.0,2018-12-20 05:23:17,0,LoanId_117,LoanApplicationId_1547,PayBackId_493,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,27.0,0.0,0.0,has_prior_repayment_history,12,Thursday,6.2166061010848646
TransactionId_1094,CustomerId_399,BatchId_590,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,-30000.0,32900.0,2019-01-10 09:17:30,0,LoanId_61,LoanApplicationId_249,PayBackId_1634,InvestorId_2,10.0,4.0,2.0,31000.0,35739.80040981389,2.0,4.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Thursday,10.401258331428318
TransactionId_1097,CustomerId_15,BatchId_2445,SubscriptionId_5,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-10000.0,10000.0,2019-02-18 19:37:48,0,LoanId_574,LoanApplicationId_175,PayBackId_1699,InvestorId_2,4.0,3.0,16.0,32500.0,20615.528128088303,2.0,2.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Monday,9.210440366976517
TransactionId_11,CustomerId_326,BatchId_2398,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-3000.0,3000.0,2019-01-04 20:44:04,0,LoanId_456,LoanApplicationId_106,PayBackId_821,InvestorId_1,4.0,1.0,0.0,8650.0,8411.698203494148,2.0,2.0,1,medium_txn_history,8.0,0.0,0.0,has_prior_repayment_history,1,Friday,8.006700845440367
TransactionId_110,CustomerId_388,BatchId_2096,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_13,tv,ChannelId_1,-900.0,900.0,2019-02-20 02:13:04,0,LoanId_660,LoanApplicationId_592,PayBackId_296,InvestorId_1,11.0,7.0,1.0,2987.2727272727275,3249.827967474866,4.0,3.0,1,high_txn_history,4.0,0.0,0.0,has_prior_repayment_history,2,Wednesday,6.803505257608338
TransactionId_1101,CustomerId_265,BatchId_1463,SubscriptionId_5,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-400000.0,400000.0,2019-03-05 09:48:08,0,LoanId_1017,LoanApplicationId_1197,PayBackId_1688,InvestorId_2,10.0,8.0,3.0,6730.0,10086.079515847574,3.0,4.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,3,Tuesday,12.899222326086994
TransactionId_1102,CustomerId_405,BatchId_332,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,-10000.0,11200.0,2019-01-23 16:23:13,0,LoanId_1583,LoanApplicationId_389,PayBackId_852,InvestorId_2,19.0,12.0,0.0,18063.157894736843,35489.79838592612,4.0,5.0,1,high_txn_history,12.0,0.0,0.0,has_prior_repayment_history,1,Wednesday,9.32375833901174
TransactionId_1103,CustomerId_304,BatchId_2044,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,-11000.0,11330.0,2019-01-29 19:37:22,0,LoanId_1444,LoanApplicationId_251,PayBackId_962,InvestorId_1,9.0,8.0,0.0,2388.8888888888887,1996.5247584518231,2.0,3.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Tuesday,9.335297611380566
TransactionId_1105,CustomerId_310,BatchId_402,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_2,data_bundles,ChannelId_1,-1750.0,1750.0,2018-12-05 13:38:04,0,LoanId_778,LoanApplicationId_1231,PayBackId_1313,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,1.0,0.0,0.0,has_prior_repayment_history,12,Wednesday,7.467942332285852
TransactionId_1107,CustomerId_350,BatchId_667,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-3500.0,3500.0,2018-11-30 15:45:40,0,LoanId_1069,LoanApplicationId_832,PayBackId_355,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Friday,8.160803920954665
TransactionId_1108,CustomerId_255,BatchId_80,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2018-11-28 17:26:41,0,LoanId_181,LoanApplicationId_589,PayBackId_337,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Wednesday,8.517393171418904
TransactionId_1109,CustomerId_390,BatchId_241,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-600.0,600.0,2018-11-28 11:22:51,0,LoanId_111,LoanApplicationId_1194,PayBackId_1643,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,3.0,0.0,0.0,has_prior_repayment_history,11,Wednesday,6.398594934535208
TransactionId_1110,CustomerId_445,BatchId_1050,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2019-01-24 05:07:43,0,LoanId_1119,LoanApplicationId_875,PayBackId_359,InvestorId_1,1.0,1.0,0.0,1000.0,0.0,1.0,1.0,1,low_txn_history,2.0,0.0,0.0,has_prior_repayment_history,1,Thursday,7.601402334583733
TransactionId_1112,CustomerId_278,BatchId_1118,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-2000.0,2000.0,2019-02-13 18:04:51,0,LoanId_1371,LoanApplicationId_1541,PayBackId_479,InvestorId_1,22.0,6.0,0.0,1431.8181818181818,1227.613388667064,3.0,3.0,1,high_txn_history,6.0,0.0,0.0,has_prior_repayment_history,2,Wednesday,7.601402334583733
TransactionId_1113,CustomerId_247,BatchId_1398,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,-10000.0,10000.0,2019-02-17 04:04:32,0,LoanId_755,LoanApplicationId_402,PayBackId_450,InvestorId_2,2.0,1.0,7.0,15000.0,7071.067811865475,1.0,1.0,1,low_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Sunday,9.210440366976517
TransactionId_1114,CustomerId_180,BatchId_1477,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,-5000.0,5000.0,2019-02-05 14:36:00,0,LoanId_1508,LoanApplicationId_1435,PayBackId_229,InvestorId_1,28.0,15.0,0.0,5789.285714285715,9018.718775956391,2.0,2.0,1,high_txn_history,5.0,0.0,0.0,has_prior_repayment_history,2,Tuesday,8.517393171418904
TransactionId_1115,CustomerId_261,BatchId_114,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1414.0,1414.0,2018-12-27 11:34:22,0,LoanId_1397,LoanApplicationId_1149,PayBackId_1135,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,5.0,0.0,0.0,has_prior_repayment_history,12,Thursday,7.254884810077338
TransactionId_1120,CustomerId_89,BatchId_950,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-3000.0,3000.0,2019-01-14 09:43:39,0,LoanId_333,LoanApplicationId_1162,PayBackId_950,InvestorId_1,2.0,1.0,6.0,8598.0,7639.58166393946,2.0,2.0,1,low_txn_history,5.0,0.0,0.0,has_prior_repayment_history,1,Monday,8.006700845440367
