term,coef,std_error,t_value,p_value,ci_low,ci_high,nobs,r2,centered,only_2025,comparator_set,interpretation_note
month_2021-08,-0.12436241637460865,0.23082131119750945,-0.5387822109206982,0.590037139616312,-0.5767638731860391,0.32803904043682175,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2021-09,0.024817724558006682,0.17417160184792949,0.1424900747004395,0.8866929186215425,-0.316552342193585,0.3661877913095984,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2021-10,-0.012828576141587056,0.15857135798358507,-0.08090096663557009,0.9355207112231758,-0.32362272676902176,0.29796557448584765,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2022-06,0.12959447370391924,0.0898830991636871,1.441811362867154,0.14935559646585456,-0.04657316347574972,0.3057621108835882,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2022-07,0.11441556047832122,0.12829653948405825,0.8918055072914741,0.3724971892963673,-0.13704103625155398,0.36587215720819644,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2022-08,0.16944797363147013,0.11865886807049744,1.4280262098134793,0.15328431467750847,-0.06311913423299464,0.4020150814959349,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2022-09,0.15703797203475034,0.12284517395491609,1.2783405890440835,0.20112936218781696,-0.08373414459144307,0.39781008866094375,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2022-10,0.14579356417239525,0.13722836927029528,1.0624156283984496,0.2880470419717851,-0.12316909725454661,0.4147562255993371,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2022-11,0.1301895852971603,0.12145695517244355,1.0718989712225062,0.28376541235390307,-0.10786167251272491,0.3682408431070455,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2022-12,0.2603857660535459,0.17841344017833585,1.4594515177403304,0.144440875363827,-0.08929815105388378,0.6100696831609755,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2025-07,0.28461188326059156,0.20255604125970475,1.4051019238457565,0.15999097212791746,-0.11239066245943896,0.6816144289806221,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2025-08,0.2913155312329787,0.18979033291815361,1.5349334539531445,0.12480017498869578,-0.08066668590046905,0.6632977483664264,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2025-09,0.3022679255935286,0.1719456051888336,1.7579276031019975,0.07875982845491444,-0.034739267876528646,0.6392751190635859,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2025-10,0.32442347662753723,0.21535616274142097,1.506450860275932,0.1319514727440556,-0.09766684619439453,0.746513799449469,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2025-11,0.3247758344135752,0.21239450646762842,1.5291159823998326,0.12623569391464165,-0.09150974877713608,0.7410614176042865,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2025-12,0.3747871718164342,0.22807381787984357,1.6432713553025353,0.1003268021472741,-0.07222929704460668,0.821803640677475,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
month_2026-01,0.3225257001402453,0.21698176565321023,1.4864184516579149,0.1371684722124569,-0.10275074584195687,0.7478021461224474,112,0.4478817529840917,start,False,main_low_exposure,Relative response of AFS against low-exposure sectors; national policy time effects are absorbed.
