term,coef,std_error,t_value,p_value,ci_low,ci_high,nobs,r2,outcome,clean_trimmed,washout_months,interpretation_note
block_phase_5,-0.3114902333138213,0.10186287841342906,-3.0579366906321006,0.0022286665506361584,-0.5111378063657248,-0.11184266026191783,28,0.8832479894705998,gap_equal_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
const,0.4654552114352198,0.08749307238128604,5.319909322726863,1.0381898355178811e-07,0.2939719406711431,0.6369384821992965,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-3,0.026763537590567973,0.17345685672764932,0.15429506849988836,0.877377085523015,-0.3132056544671489,0.36673272964828485,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-2,-0.05676524800234048,0.08297332786714531,-0.6841384992202734,0.49388771310450774,-0.21938998229937892,0.10585948629469796,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
event_0,0.145992368166144,0.09927677829957161,1.470559084075092,0.14141039603340277,-0.04858654180218394,0.34057127813447197,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
event_1,0.09956726319794007,0.09191541083175926,1.0832488512746428,0.27869798166811877,-0.08058363165651086,0.279718158052391,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
event_2,0.08613668991422302,0.19962042442511468,0.43150238840683464,0.6661031163470441,-0.3051121525376015,0.4773855323660475,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
event_3,0.08636130017574269,0.1321125413853193,0.6536949427372032,0.5133083621087582,-0.17257452284554053,0.3452971231970259,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_1_2,-1.0260166364966299,0.12723814000814096,-8.06375066808571,7.398858707592265e-16,-1.275398808372451,-0.7766344646208087,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_3_4_regime,-0.6416057145860383,0.06224520389392598,-10.307713276663353,6.503021752595617e-25,-0.7636040724284856,-0.519607356743591,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_5,-0.3874970096153822,0.11564453540084632,-3.3507593616269253,0.0008059030110045129,-0.6141561340099083,-0.1608378852208561,28,0.880472119762666,gap_synth_main,True,1,"End-centered persistence/carryover relative response, reference event month e=-1."
const,0.3792139722613658,0.07705530398007612,4.921322124164452,8.596150909604819e-07,0.22818835164263068,0.5302395928801009,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-3,0.028958377932082682,0.1510997725122273,0.19165070503159964,0.8480158217650872,-0.2671917342640781,0.32510849012824344,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-2,-0.048885500278213145,0.06933993347686845,-0.7050122177362799,0.48080263287707026,-0.1847892725832785,0.08701827202685222,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_0,0.13468773673499876,0.091767576809314,1.4677050589977936,0.14218435596431425,-0.045173408759769745,0.3145488822297673,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_1,0.10708925712779141,0.08339617991245304,1.2841026680144185,0.1991060346621083,-0.05636425194883929,0.2705427662044221,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_2,0.0845376234841988,0.17305670829160164,0.48849665707123224,0.6251980929994249,-0.25464729205039455,0.42372253901879214,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_3,0.10506438849181032,0.11994442837960043,0.8759422168348019,0.38106144745642945,-0.13002237127845045,0.3401511482620711,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_1_2,-0.9178319310895724,0.11375097468083847,-8.068783003089138,7.100232844891602e-16,-1.1407797446703434,-0.6948841175088014,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_3_4_regime,-0.5481631060466035,0.05749216118375582,-9.534571231277434,1.5050621415658074e-21,-0.6608456713601365,-0.43548054073307035,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_5,-0.3114902333138213,0.10186287841342906,-3.0579366906321006,0.0022286665506361584,-0.5111378063657248,-0.11184266026191783,28,0.8832479894705998,gap_equal_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
const,0.4654552114352198,0.08749307238128604,5.319909322726863,1.0381898355178811e-07,0.2939719406711431,0.6369384821992965,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-3,0.026763537590567973,0.17345685672764932,0.15429506849988836,0.877377085523015,-0.3132056544671489,0.36673272964828485,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-2,-0.05676524800234048,0.08297332786714531,-0.6841384992202734,0.49388771310450774,-0.21938998229937892,0.10585948629469796,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_0,0.145992368166144,0.09927677829957161,1.470559084075092,0.14141039603340277,-0.04858654180218394,0.34057127813447197,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_1,0.09956726319794007,0.09191541083175926,1.0832488512746428,0.27869798166811877,-0.08058363165651086,0.279718158052391,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_2,0.08613668991422302,0.19962042442511468,0.43150238840683464,0.6661031163470441,-0.3051121525376015,0.4773855323660475,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
event_3,0.08636130017574269,0.1321125413853193,0.6536949427372032,0.5133083621087582,-0.17257452284554053,0.3452971231970259,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_1_2,-1.0260166364966299,0.12723814000814096,-8.06375066808571,7.398858707592265e-16,-1.275398808372451,-0.7766344646208087,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_3_4_regime,-0.6416057145860383,0.06224520389392598,-10.307713276663353,6.503021752595617e-25,-0.7636040724284856,-0.519607356743591,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_5,-0.3874970096153822,0.11564453540084632,-3.3507593616269253,0.0008059030110045129,-0.6141561340099083,-0.1608378852208561,28,0.880472119762666,gap_synth_main,True,2,"End-centered persistence/carryover relative response, reference event month e=-1."
const,0.37555940112643604,0.08427512707872774,4.456349271067817,8.336716804213661e-06,0.21038318725959343,0.5407356149932787,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-3,0.054540375876591426,0.21104718813044945,0.25842739891364824,0.796077073295023,-0.35910451189753867,0.46818526365072155,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-2,-0.04888550027821437,0.07610947268725375,-0.6423050712635058,0.5206751221896507,-0.19805732562756664,0.10028632507113791,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_0,0.1346877367349975,0.10018202701942112,1.3444301412356845,0.17880933250818376,-0.061665428121286475,0.3310409015912815,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_1,0.10708925712779013,0.09023577294791477,1.18677164974919,0.2353177043035387,-0.06976960796725651,0.2839481222228368,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_2,0.0845376234841972,0.17389924686384822,0.48612989997814454,0.6268750688069049,-0.2562986373075853,0.42537388427597966,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_3,0.10506438849180874,0.12162020710630303,0.8638727970589332,0.38765777194265216,-0.13330683722884754,0.34343561421246505,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_1_2,-0.9178319310895715,0.11962381605960458,-7.672652163447506,1.684759111982479e-14,-1.1522903022596407,-0.6833735599195024,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_3_4_regime,-0.548163106046603,0.06745355749983546,-8.126526255460139,4.4176784854281266e-16,-0.6803696493753821,-0.4159565627178239,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_5,-0.29687194877410006,0.11632108320234773,-2.5521766183837276,0.01070522359457377,-0.5248570824933887,-0.06888681505481145,27,0.8850280746315137,gap_equal_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
const,0.4597252735683427,0.09741577733329193,4.7192075673273015,2.367651389561955e-06,0.2687938584691172,0.6506566886675682,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-3,0.0668731026587083,0.23760567832642107,0.28144572608588286,0.7783685504975473,-0.39882546938328634,0.5325716747007029,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_-2,-0.05676524800234173,0.09391059867946491,-0.6044605060616484,0.5455375189942451,-0.24082663918068772,0.12729614317600427,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_0,0.14599236816614267,0.11148167490668054,1.3095638210347167,0.19034343426861733,-0.07250769958715389,0.36449243591943925,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_1,0.09956726319793878,0.10172279925481585,0.9788097056641407,0.32767401321336376,-0.09980575974809815,0.2989402861439757,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_2,0.08613668991422123,0.19986150613544934,0.43098189130950015,0.6664815376215727,-0.30558466400719053,0.477858043835633,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
event_3,0.08636130017574101,0.1345455510172523,0.6418740680965899,0.5209549528324332,-0.17734313409816993,0.35006573444965194,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_1_2,-1.0260166364966292,0.13362210332257973,-7.678494882090745,1.609685878572906e-14,-1.2879111465473754,-0.7641221264458831,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_3_4_regime,-0.6416057145860379,0.07559877473508912,-8.486985626874677,2.120659848990167e-17,-0.7897765903421692,-0.49343483882990663,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
block_phase_5,-0.3645772581478714,0.13136693791118895,-2.775258858468217,0.005515778634314685,-0.6220517252131113,-0.1071027910826316,27,0.884091414168983,gap_synth_main,True,3,"End-centered persistence/carryover relative response, reference event month e=-1."
