category,method,dynamic_spec,max_lag,control_spec,coefficient_type,coef,std_error,t_stat,p_value,n_obs,n_store_upc_clusters,n_weeks,endogenous_vars,instruments,controls_requested,controls_used,fixed_effects,cluster,first_stage_diagnostics,first_stage_coef,first_stage_se,first_stage_t,first_stage_t2
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,log_price,-2.386806815045188,0.0223515089192438,-106.78504183626848,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,log_price_lag1,1.0173798245859769,0.0140780391836313,72.26715392076002,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,log_price_lag2,1.0853987800335851,0.0193986760608801,55.95220914186141,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,cumulative_sum,-0.2840282104256253,0.0508321668534308,-5.587568423840572,2.3027104001371868e-08,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,log_price,-2.3389867467382475,0.0216465618618535,-108.05349882653232,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,log_price_lag1,1.0435226412493297,0.013637283639241,76.51983113753042,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,log_price_lag2,1.1281196833089735,0.018722720024794,60.25404865399016,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,cumulative_sum,-0.1673444221799442,0.0488006712991482,-3.429141807376431,0.0006054930760908,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,log_price,-1.2408803347430075,0.0268879779718087,-46.15000562868786,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,log_price_lag1,0.9491721987342512,0.0121718398099505,77.98099659168197,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,log_price_lag2,0.6841646822854264,0.0153601623155087,44.54150081439208,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,cumulative_sum,0.39245654627667,0.0462671537029438,8.48240090143473,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]",,,,
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,A_none,log_price,-0.2243711233433628,0.0361062026535389,-6.2141988593024005,5.158715676856215e-10,6862202,32693,378,log_price,log_cost,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1873190125,""partial.rsquared"":0.1873190125,""shea.rsquared"":0.1873190125,""f.stat"":8742.1688737274,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,A_none,cumulative_sum,-0.2243711233433628,0.0361062026535389,-6.2141988593024005,5.158715676856215e-10,6862202,32693,378,log_price,log_cost,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1873190125,""partial.rsquared"":0.1873190125,""shea.rsquared"":0.1873190125,""f.stat"":8742.1688737274,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,B_ccount_only,log_price,-0.325995249196172,0.0352033719778038,-9.260341577554453,0.0,6862202,32693,378,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1876299826,""partial.rsquared"":0.1870568865,""shea.rsquared"":0.1870568865,""f.stat"":8735.6549292732,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
canned_soup,dynamic_FE_IV_distributed_lag,DL0_current_only,0,B_ccount_only,cumulative_sum,-0.325995249196172,0.0352033719778038,-9.260341577554453,0.0,6862202,32693,378,log_price,log_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.1876299826,""partial.rsquared"":0.1870568865,""shea.rsquared"":0.1870568865,""f.stat"":8735.6549292732,""f.pval"":0.0,""f.dist"":""chi2(1)""}]",,,,
