category,method,dynamic_spec,max_lag,control_spec,coefficient_type,coef,std_error,t_stat,p_value,n_obs,n_store_upc_clusters,n_weeks,endogenous_vars,instruments,controls_requested,controls_used,fixed_effects,cluster,first_stage_diagnostics
cereal,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,B_ccount_only,log_price_lag1,1.6982303917669974,0.02413588743336968,70.36121611252902,0.0,6275267,36438,361,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2815136584,""partial.rsquared"":0.2810595038,""shea.rsquared"":0.2724097357,""f.stat"":4051.403239923,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.2855176409,""partial.rsquared"":0.2850765992,""shea.rsquared"":0.2763032027,""f.stat"":4294.2486365326,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,B_ccount_only,cumulative_sum,-0.5292380636670246,0.04611823694212285,-11.475678576594422,0.0,6275267,36438,361,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2815136584,""partial.rsquared"":0.2810595038,""shea.rsquared"":0.2724097357,""f.stat"":4051.403239923,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.2855176409,""partial.rsquared"":0.2850765992,""shea.rsquared"":0.2763032027,""f.stat"":4294.2486365326,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,C_plus_deal,log_price,-1.1096517641059835,0.028299952013527568,-39.210376172212676,0.0,6275267,36438,361,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.347963579,""partial.rsquared"":0.2423259314,""shea.rsquared"":0.2321723049,""f.stat"":3501.5781711028,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.288340476,""partial.rsquared"":0.2811523898,""shea.rsquared"":0.2693719075,""f.stat"":4235.6755712209,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,C_plus_deal,log_price_lag1,1.325452857881905,0.019069030276571773,69.50814166519822,0.0,6275267,36438,361,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.347963579,""partial.rsquared"":0.2423259314,""shea.rsquared"":0.2321723049,""f.stat"":3501.5781711028,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.288340476,""partial.rsquared"":0.2811523898,""shea.rsquared"":0.2693719075,""f.stat"":4235.6755712209,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL1_current_lag1,1,C_plus_deal,cumulative_sum,0.21580109377592138,0.04301074344321887,5.017376508750975,5.238184983547001e-07,6275267,36438,361,log_price + log_price_lag1,log_cost + log_cost_lag1,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.347963579,""partial.rsquared"":0.2423259314,""shea.rsquared"":0.2321723049,""f.stat"":3501.5781711028,""f.pval"":0.0,""f.dist"":""chi2(2)""},{""index"":""log_price_lag1"",""rsquared"":0.288340476,""partial.rsquared"":0.2811523898,""shea.rsquared"":0.2693719075,""f.stat"":4235.6755712209,""f.pval"":0.0,""f.dist"":""chi2(2)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,log_price,-2.3868068150451873,0.022351508919243892,-106.78504183626849,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,log_price_lag1,1.0173798245859769,0.014078039183631342,72.26715392076002,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,log_price_lag2,1.0853987800335851,0.019398676060880127,55.95220914186141,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,A_none,cumulative_sum,-0.2840282104256253,0.0508321668534308,-5.587568423840572,2.3027104001371868e-08,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,none,none,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2816632168,""partial.rsquared"":0.2816632168,""shea.rsquared"":0.2877299283,""f.stat"":9509.6615164727,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2849571569,""partial.rsquared"":0.2849571569,""shea.rsquared"":0.2582033039,""f.stat"":4149.1477593208,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2860353965,""partial.rsquared"":0.2860353965,""shea.rsquared"":0.2940711326,""f.stat"":8912.7019300885,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,log_price,-2.3389867467382475,0.021646561861853507,-108.05349882653233,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,log_price_lag1,1.0435226412493295,0.013637283639241025,76.51983113753042,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,log_price_lag2,1.1281196833089737,0.018722720024794002,60.25404865399016,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,B_ccount_only,cumulative_sum,-0.16734442217994427,0.048800671299148224,-3.429141807376431,0.0006054930760908128,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.2818980955,""partial.rsquared"":0.2814325308,""shea.rsquared"":0.287670393,""f.stat"":9505.5757488048,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2851845412,""partial.rsquared"":0.2847427939,""shea.rsquared"":0.2582019537,""f.stat"":4146.8022503022,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862647528,""partial.rsquared"":0.2858278479,""shea.rsquared"":0.2940269125,""f.stat"":8911.7787305783,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,log_price,-1.2408803347430075,0.026887977971808717,-46.15000562868786,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,log_price_lag1,0.9491721987342512,0.012171839809950529,77.98099659168197,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,log_price_lag2,0.6841646822854264,0.015360162315508723,44.54150081439208,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
cereal,dynamic_FE_IV_distributed_lag,DL2_current_lag1_lag2,2,C_plus_deal,cumulative_sum,0.39245654627667004,0.04626715370294384,8.48240090143473,0.0,6102855,36220,356,log_price + log_price_lag1 + log_price_lag2,log_cost + log_cost_lag1 + log_cost_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,store_upc_id + week,store_upc_id,"[{""index"":""log_price"",""rsquared"":0.3510868285,""partial.rsquared"":0.2435353015,""shea.rsquared"":0.2471957042,""f.stat"":7837.7863624216,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag1"",""rsquared"":0.2880545304,""partial.rsquared"":0.2807894528,""shea.rsquared"":0.2578132743,""f.stat"":4637.2459089414,""f.pval"":0.0,""f.dist"":""chi2(3)""},{""index"":""log_price_lag2"",""rsquared"":0.2862677752,""partial.rsquared"":0.2858234284,""shea.rsquared"":0.291315921,""f.stat"":8955.09727993,""f.pval"":0.0,""f.dist"":""chi2(3)""}]"
